smiles,node_id,num_expansions,rollout_num,score,Q_value,num_reactions,reaction_1_id,building_block_1_1_id,building_block_1_1_smiles,building_block_1_2_id,building_block_1_2_smiles,building_block_1_3_id,building_block_1_3_smiles
O=C(Cn1nnc(-c2ccco2)n1)NCC(Cc1ccccc1)C1CCCCN1C(=O)Cn1nnc(-c2ccco2)n1,85219,1,147,-152.17503356933594,-152.17503356933594,1,275592,2810319,CC(C)(C)OC(=O)NCC(Cc1ccccc1)C1CCCCN1,254789,O=C(O)Cn1nnc(-c2ccco2)n1,254789.0,O=C(O)Cn1nnc(-c2ccco2)n1
[N-]=[N+]=Nc1ccc(-c2ccc(C(=O)NNC(=O)c3cc([N+](=O)[O-])cc([N+](=O)[O-])c3)o2)cc1,84900,1,33,-152.16380310058594,-152.16380310058594,1,22,140,NNC(=O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,24289158,[N-]=[N+]=Nc1ccc(-c2ccc(C(=O)O)o2)cc1,,
Cc1[nH]nc(C(=O)NCc2cn(CCNC(=O)c3n[nH]cc3[N+](=O)[O-])nn2)c1[N+](=O)[O-],85088,1,101,-152.14584350585938,-152.14584350585938,1,275592,26287805,CC(C)(C)OC(=O)NCc1cn(CCN)nn1,69754,O=C(O)c1n[nH]cc1[N+](=O)[O-],2019713.0,Cc1[nH]nc(C(=O)O)c1[N+](=O)[O-]
Cc1c(C(=O)NCCCN(Cc2cccnc2)C(=O)c2cc([N+](=O)[O-])cc([N+](=O)[O-])c2C)cc([N+](=O)[O-])cc1[N+](=O)[O-],85453,1,233,-152.14541625976562,-152.14541625976562,1,275592,257038,CC(C)(C)OC(=O)N(CCCN)Cc1cccnc1,2330,Cc1c(C(=O)O)cc([N+](=O)[O-])cc1[N+](=O)[O-],2330.0,Cc1c(C(=O)O)cc([N+](=O)[O-])cc1[N+](=O)[O-]
CN(C)c1ccc(C(CNC(=O)c2nnn(-c3ccc(OC(F)(F)F)cc3)n2)NC(=O)c2nnn(-c3ccc(OC(F)(F)F)cc3)n2)cc1,85734,1,339,-152.14125061035156,-152.14125061035156,1,275592,187105,CN(C)c1ccc(C(CN)NC(=O)OC(C)(C)C)cc1,26285227,O=C(O)c1nnn(-c2ccc(OC(F)(F)F)cc2)n1,26285227.0,O=C(O)c1nnn(-c2ccc(OC(F)(F)F)cc2)n1
O=C(CNC(=O)NCc1ccc([N+](=O)[O-])cc1)NCCN(Cc1ccccc1)C(=O)CNC(=O)NCc1ccc([N+](=O)[O-])cc1,85764,1,350,-152.13999938964844,-152.13999938964844,1,275592,6925952,CC(C)(C)OC(=O)NCCNCc1ccccc1,2061619,O=C(O)CNC(=O)NCc1ccc([N+](=O)[O-])cc1,2061619.0,O=C(O)CNC(=O)NCc1ccc([N+](=O)[O-])cc1
Cc1[nH]nc(C(=O)NCCn2cc(CNC(=O)c3n[nH]cc3[N+](=O)[O-])nn2)c1[N+](=O)[O-],85087,0,101,-152.13232421875,0.0,1,275592,26287805,CC(C)(C)OC(=O)NCc1cn(CCN)nn1,2019713,Cc1[nH]nc(C(=O)O)c1[N+](=O)[O-],69754.0,O=C(O)c1n[nH]cc1[N+](=O)[O-]
CNc1ccc(C(=O)c2ccccc2C(=O)NCc2ccc(-c3nnn[nH]3)cc2)cc1[N+](=O)[O-],86134,1,482,-152.12644958496094,-152.12644958496094,1,22,2713462,NCc1ccc(-c2nnn[nH]2)cc1,14802,CNc1ccc(C(=O)c2ccccc2C(=O)O)cc1[N+](=O)[O-],,
O=C(NCCCC(NC(=O)c1nnn(-c2ccccc2)n1)c1ccccc1)c1nnn(-c2ccccc2)n1,85557,1,273,-152.1042022705078,-152.1042022705078,1,275592,11314235,CC(C)(C)OC(=O)NCCCC(N)c1ccccc1,2999112,O=C(O)c1nnn(-c2ccccc2)n1,2999112.0,O=C(O)c1nnn(-c2ccccc2)n1
Cc1ccc(S(=O)(=O)NCCC(c2ccccc2)c2ccccc2)cc1C(=O)Nc1ccc(-c2nnn[nH]2)cc1F,85180,1,133,-152.07984924316406,-152.07984924316406,1,527,13061323,Nc1ccc(-c2nnn[nH]2)cc1F,16877,Cc1ccc(S(=O)(=O)NCCC(c2ccccc2)c2ccccc2)cc1C(=O)O,,
O=C(NCc1cn(C2CCN(C(=O)c3nnn4cc(-c5ccc(F)cc5)[nH]c(=O)c34)CC2)nn1)c1ccc2[nH]nnc2c1O,85125,1,115,-152.02638244628906,-152.02638244628906,1,275592,23024351,CC(C)(C)OC(=O)NCc1cn(C2CCNCC2)nn1,22787910,O=C(O)c1nnn2cc(-c3ccc(F)cc3)[nH]c(=O)c12,15153922.0,O=C(O)c1ccc2[nH]nnc2c1O
Cn1nnnc1Sc1ccc([N+](=O)[O-])cc1C(=O)N1CCn2c(CNC(=O)c3ncc4[nH]ncc4n3)nnc2C1,85380,1,207,-152.00946044921875,-152.00946044921875,1,275592,26611428,CC(C)(C)OC(=O)NCc1nnc2n1CCNC2,9648,Cn1nnnc1Sc1ccc([N+](=O)[O-])cc1C(=O)O,26719502.0,O=C(O)c1ncc2[nH]ncc2n1
COc1cc2c(cc1NS(=O)(=O)c1cccc(C(=O)N(N)C(=O)c3cc(S(=O)(=O)NCc4ccccc4)ccc3O)c1)oc1ccccc12,84891,1,30,-152.00535583496094,-152.00535583496094,1,240690,4167,NNC(=O)c1cc(S(=O)(=O)NCc2ccccc2)ccc1O,8417,COc1cc2c(cc1NS(=O)(=O)c1cccc(C(=O)O)c1)oc1ccccc12,,
O=C(CC(c1ccccc1)n1cnnn1)NC1CC2(CN(C(=O)CCc3nnc(-c4ccncc4)o3)C2)n2ccnc21,86018,1,441,-152.00015258789062,-152.00015258789062,1,275592,24371222,CC(C)(C)OC(=O)N1CC2(CC(N)c3nccn32)C1,4279682,O=C(O)CC(c1ccccc1)n1cnnn1,8850079.0,O=C(O)CCc1nnc(-c2ccncc2)o1
O=C(NCc1ncoc1C1CN(C(=O)c2ccc([N+](=O)[O-])c(O)c2)C1)c1cncc(-n2cnnn2)c1,86155,1,489,-151.95953369140625,-151.95953369140625,1,275592,26045818,CC(C)(C)OC(=O)N1CC(c2ocnc2CN)C1,6842663,O=C(O)c1cncc(-n2cnnn2)c1,32598.0,O=C(O)c1ccc([N+](=O)[O-])c(O)c1
Cn1nnnc1Sc1ccc([N+](=O)[O-])cc1C(=O)NCc1nnc2n1CCN(C(=O)c1ncc3[nH]ncc3n1)C2,85379,0,207,-151.95802307128906,0.0,1,275592,26611428,CC(C)(C)OC(=O)NCc1nnc2n1CCNC2,26719502,O=C(O)c1ncc2[nH]ncc2n1,9648.0,Cn1nnnc1Sc1ccc([N+](=O)[O-])cc1C(=O)O
Cn1cc(-c2cc(C(=O)NCC(C)(Cn3cccn3)NC(=O)c3c(-c4ccccc4)c(-c4ccccc4)n[nH]c3=O)no2)nn1,85977,1,427,-151.95135498046875,-151.95135498046875,1,275592,24616489,CC(CN)(Cn1cccn1)NC(=O)OC(C)(C)C,26091076,Cn1cc(-c2cc(C(=O)O)no2)nn1,7391442.0,O=C(O)c1c(-c2ccccc2)c(-c2ccccc2)n[nH]c1=O
Cn1cc(-c2cc(C(=O)NC(C)(CNC(=O)c3c(-c4ccccc4)c(-c4ccccc4)n[nH]c3=O)Cn3cccn3)no2)nn1,85976,0,427,-151.938720703125,0.0,1,275592,24616489,CC(CN)(Cn1cccn1)NC(=O)OC(C)(C)C,7391442,O=C(O)c1c(-c2ccccc2)c(-c2ccccc2)n[nH]c1=O,26091076.0,Cn1cc(-c2cc(C(=O)O)no2)nn1
O=C(NCc1nnc(C2CCCN(C(=O)c3ccc4nnnn4c3)C2)[nH]1)c1n[nH]cc1[N+](=O)[O-],86119,0,477,-151.93116760253906,0.0,1,275592,27030975,CC(C)(C)OC(=O)NCc1nnc(C2CCCNC2)[nH]1,3048368,O=C(O)c1ccc2nnnn2c1,69754.0,O=C(O)c1n[nH]cc1[N+](=O)[O-]
NC(CN(C(=O)c1ccc(-c2nnn[nH]2)cn1)C(=O)C1(n2cnnn2)CCCCC1)c1ccccc1,84864,1,20,-151.9287109375,-151.9287109375,1,240690,26708590,NC(CNC(=O)C1(n2cnnn2)CCCCC1)c1ccccc1,4788116,O=C(O)c1ccc(-c2nnn[nH]2)cn1,,
COc1ccc([N+](=O)[O-])cc1NS(=O)(=O)c1ccc(F)c(C(=O)N(N)c2ccc(S(=O)(=O)Nc3nnn(C)n3)cc2)c1,85055,0,90,-151.90798950195312,0.0,1,22,13485963,Cn1nnc(NS(=O)(=O)c2ccc(NN)cc2)n1,5748,COc1ccc([N+](=O)[O-])cc1NS(=O)(=O)c1ccc(F)c(C(=O)O)c1,,
Cn1cc(CN(C(=O)c2nnc(O)c(Br)c2O)C2CCN(C(=O)c3cc([N+](=O)[O-])cnc3O)C2)c(=O)n(C)c1=O,84957,1,53,-151.8970489501953,-151.8970489501953,1,275592,15328976,Cn1cc(CNC2CCN(C(=O)OC(C)(C)C)C2)c(=O)n(C)c1=O,26604942,O=C(O)c1nnc(O)c(Br)c1O,37972.0,O=C(O)c1cc([N+](=O)[O-])cnc1O
Cc1ccc(S(=O)(=O)Nc2ccc(C(=O)NCC(=O)NC(Cc3nnn[nH]3)c3ccccc3)cc2)c(C)c1,85944,1,414,-151.8633270263672,-151.8633270263672,1,240690,26386473,NC(Cc1nnn[nH]1)c1ccccc1,30965,Cc1ccc(S(=O)(=O)Nc2ccc(C(=O)NCC(=O)O)cc2)c(C)c1,,
O=C(NCc1cc(OC2CCN(C(=O)c3nn(-c4cc(Cl)ccc4[N+](=O)[O-])cc3O)C2)ccn1)c1cncc2nc(O)[nH]c12,85178,1,132,-151.8601837158203,-151.8601837158203,1,275592,24366312,CC(C)(C)OC(=O)N1CCC(Oc2ccnc(CN)c2)C1,26388924,O=C(O)c1cncc2nc(O)[nH]c12,2735465.0,O=C(O)c1nn(-c2cc(Cl)ccc2[N+](=O)[O-])cc1O
Cn1nccc1-c1[nH]nnc1C(=O)NCCN(Cc1ccccc1)C(=O)c1ccc(-c2ccc([N+](=O)[O-])cc2Cl)o1,86175,1,496,-151.84475708007812,-151.84475708007812,1,275592,6925952,CC(C)(C)OC(=O)NCCNCc1ccccc1,31754,O=C(O)c1ccc(-c2ccc([N+](=O)[O-])cc2Cl)o1,24695526.0,Cn1nccc1-c1[nH]nnc1C(=O)O
Cn1cc(CN(C(=O)c2cc([N+](=O)[O-])cnc2O)C2CCN(C(=O)c3nnc(O)c(Br)c3O)C2)c(=O)n(C)c1=O,84958,0,53,-151.82493591308594,0.0,1,275592,15328976,Cn1cc(CNC2CCN(C(=O)OC(C)(C)C)C2)c(=O)n(C)c1=O,37972,O=C(O)c1cc([N+](=O)[O-])cnc1O,26604942.0,O=C(O)c1nnc(O)c(Br)c1O
Cn1ccnc1CN(C(=O)CCc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])C1CC12CCN(C(=O)c1ccc(Oc3ccc4c(c3)OCO4)o1)CC2,85604,1,292,-151.8011932373047,-151.8011932373047,1,275592,15329067,Cn1ccnc1CNC1CC12CCN(C(=O)OC(C)(C)C)CC2,4040553,O=C(O)CCc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],5840348.0,O=C(O)c1ccc(Oc2ccc3c(c2)OCO3)o1
CCCCn1c(N)c(N(Cc2ccccc2)C(=O)COC(=O)c2c3c(nc4ccccc24)C(=Cc2ccc(O)cc2)CC3)c(=O)[nH]c1=O,85949,1,416,-151.78562927246094,-151.78562927246094,1,1458,6463,O=C(O)c1c2c(nc3ccccc13)C(=Cc1ccc(O)cc1)CC2,34958,CCCCn1c(N)c(N(Cc2ccccc2)C(=O)CCl)c(=O)[nH]c1=O,,
O=C(CCNC(=O)c1ccc(-c2nnn[nH]2)cc1)NNc1ccc([N+](=O)[O-])cn1,84874,1,23,-151.722412109375,-151.722412109375,1,22,137368,NNc1ccc([N+](=O)[O-])cn1,6965874,O=C(O)CCNC(=O)c1ccc(-c2nnn[nH]2)cc1,,
Cc1c([N+](=O)[O-])cc(C(=O)NNC(=O)c2cc(O)nc3ccc(S(=O)(=O)Nc4ccc(F)cc4)cc23)cc1[N+](=O)[O-],84855,0,17,-151.71287536621094,0.0,1,22,8617323,Cc1c([N+](=O)[O-])cc(C(=O)NN)cc1[N+](=O)[O-],5870,O=C(O)c1cc(O)nc2ccc(S(=O)(=O)Nc3ccc(F)cc3)cc12,,
[N-]=[N+]=Nc1ccc(-c2ccc(C(=O)N(N)C(=O)c3cc([N+](=O)[O-])cc([N+](=O)[O-])c3)o2)cc1,84899,0,33,-151.70993041992188,0.0,1,22,140,NNC(=O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,24289158,[N-]=[N+]=Nc1ccc(-c2ccc(C(=O)O)o2)cc1,,
COc1ccc(-c2nnn(CC(=O)NC3CN(C(=O)c4ccc([N+](=O)[O-])cc4O)CC3n3cccn3)n2)cc1OC,86076,1,462,-151.6965789794922,-151.6965789794922,1,275592,26000228,CC(C)(C)OC(=O)N1CC(N)C(n2cccn2)C1,38479,COc1ccc(-c2nnn(CC(=O)O)n2)cc1OC,79278.0,O=C(O)c1ccc([N+](=O)[O-])cc1O
[N-]=[N+]=Nc1ccccc1C(=O)NC(CNC(=O)C1(n2cnnn2)CCCCC1)c1ccccc1,85388,1,210,-151.66017150878906,-151.66017150878906,1,240690,26708590,NC(CNC(=O)C1(n2cnnn2)CCCCC1)c1ccccc1,3556087,[N-]=[N+]=Nc1ccccc1C(=O)O,,
O=C(NCc1n[nH]c2c1CN(C(=O)c1cc([N+](=O)[O-])ccc1O)CC2)c1nnn2cc(-c3ccc(F)cc3)[nH]c(=O)c12,85505,1,252,-151.60623168945312,-151.60623168945312,1,275592,5217792,CC(C)(C)OC(=O)N1CCc2[nH]nc(CN)c2C1,22787910,O=C(O)c1nnn2cc(-c3ccc(F)cc3)[nH]c(=O)c12,69084.0,O=C(O)c1cc([N+](=O)[O-])ccc1O
Cn1nccc1-c1[nH]nnc1C(=O)N(CCNC(=O)c1ccc(-c2ccc([N+](=O)[O-])cc2Cl)o1)Cc1ccccc1,86176,0,496,-151.60130310058594,0.0,1,275592,6925952,CC(C)(C)OC(=O)NCCNCc1ccccc1,24695526,Cn1nccc1-c1[nH]nnc1C(=O)O,31754.0,O=C(O)c1ccc(-c2ccc([N+](=O)[O-])cc2Cl)o1
O=C(CNC(=O)c1cnc2ccccc2c1O)NCc1ccccc1N1CCN(C(=O)CNC(=O)c2cnc3ccccc3c2O)CC1,86090,1,467,-151.45433044433594,-151.45433044433594,1,275592,3563380,CC(C)(C)OC(=O)N1CCN(c2ccccc2CN)CC1,647211,O=C(O)CNC(=O)c1cnc2ccccc2c1O,647211.0,O=C(O)CNC(=O)c1cnc2ccccc2c1O
COc1cc(-c2nnc(SCC(=O)NC(Cc3nnn[nH]3)c3ccc(F)cc3F)n2-c2ccccc2F)cc(OC)c1OC,84972,1,59,-151.4347381591797,-151.4347381591797,1,240690,26359933,NC(Cc1nnn[nH]1)c1ccc(F)cc1F,14657,COc1cc(-c2nnc(SCC(=O)O)n2-c2ccccc2F)cc(OC)c1OC,,
CCOc1nc2cccc(C(=O)NCc3nnn[nH]3)c2n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,85402,1,215,-151.4130401611328,-151.4130401611328,1,22,2041063,NCc1nnn[nH]1,4019732,CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,,
Cn1cnnc1Sc1ccc(C(=O)NCC2CN(C(=O)c3ccc(Sc4nncn4C)c([N+](=O)[O-])c3)CCC2c2ccc(F)cc2)cc1[N+](=O)[O-],86046,1,451,-151.40492248535156,-151.40492248535156,1,275592,22127944,CC(C)(C)OC(=O)N1CCC(c2ccc(F)cc2)C(CN)C1,4848,Cn1cnnc1Sc1ccc(C(=O)O)cc1[N+](=O)[O-],4848.0,Cn1cnnc1Sc1ccc(C(=O)O)cc1[N+](=O)[O-]
Cc1ccc(S(=O)(=O)OCCCc2cn(S(=O)(=O)c3ccc(C)cc3)nc2C(F)(F)OC(=O)CNS(=O)(=O)c2ccc(NCc3ccco3)c([N+](=O)[O-])c2)cc1,84879,1,25,-151.3972930908203,-151.3972930908203,1,1458,13294,O=C(O)CNS(=O)(=O)c1ccc(NCc2ccco2)c([N+](=O)[O-])c1,47368,Cc1ccc(S(=O)(=O)OCCCc2cn(S(=O)(=O)c3ccc(C)cc3)nc2C(F)(F)F)cc1,,
O=C(COC(=O)c1cc([N+](=O)[O-])ccc1NCCO)Nc1cc(-c2ccc(C3CCCCC3)cc2)nn1-c1ccccc1,85790,1,359,-151.37416076660156,-151.37416076660156,1,1458,10235,O=C(O)c1cc([N+](=O)[O-])ccc1NCCO,16774,O=C(CCl)Nc1cc(-c2ccc(C3CCCCC3)cc2)nn1-c1ccccc1,,
O=C(NC(CNC(=O)C1(n2cnnn2)CCCCC1)c1ccccc1)c1ccc(-c2nnn[nH]2)cn1,84863,0,20,-151.36573791503906,0.0,1,240690,26708590,NC(CNC(=O)C1(n2cnnn2)CCCCC1)c1ccccc1,4788116,O=C(O)c1ccc(-c2nnn[nH]2)cn1,,
Cc1cc(C)n2nc(C(=O)N(CC(N)c3ccccc3)C(=O)c3ccccc3NS(=O)(=O)c3ccc4c(c3)OCCO4)nc2n1,85751,1,346,-151.34783935546875,-151.34783935546875,1,240690,26736604,Cc1cc(C)n2nc(C(=O)NCC(N)c3ccccc3)nc2n1,4033,O=C(O)c1ccccc1NS(=O)(=O)c1ccc2c(c1)OCCO2,,
CCCCn1c(N)c(N(Cc2ccccc2)C(=O)COC(=O)C(Cc2ccccc2)NC(=O)OCC2c3ccccc3-c3ccccc32)c(=O)[nH]c1=O,85116,1,111,-151.33811950683594,-151.33811950683594,1,1458,2242396,O=C(NC(Cc1ccccc1)C(=O)O)OCC1c2ccccc2-c2ccccc21,34958,CCCCn1c(N)c(N(Cc2ccccc2)C(=O)CCl)c(=O)[nH]c1=O,,
[N-]=[N+]=Nc1ccc(C(=O)NC(CNC(=O)c2ccc(-n3ccnn3)cc2)c2ccccc2)nc1,84866,1,21,-151.31980895996094,-151.31980895996094,1,240690,26734454,NC(CNC(=O)c1ccc(-n2ccnn2)cc1)c1ccccc1,26054461,[N-]=[N+]=Nc1ccc(C(=O)O)nc1,,
COC(=O)c1cc(C(=O)Nc2ccc(CCn3nnc(-c4ccccc4)n3)cc2)cc(C(=O)OCc2ccccc2)c1,86007,1,437,-151.15589904785156,-151.15589904785156,1,22,2083429,Nc1ccc(CCn2nnc(-c3ccccc3)n2)cc1,26439405,COC(=O)c1cc(C(=O)O)cc(C(=O)OCc2ccccc2)c1,,
O=C(Nc1ccc(S(=O)(=O)N2CCCC2)cc1)c1ccc(NCc2nnnn2-c2cccc3ccccc23)c([N+](=O)[O-])c1,85594,1,288,-151.1157989501953,-151.1157989501953,1,27,13980540,NCc1nnnn1-c1cccc2ccccc12,14842,O=C(Nc1ccc(S(=O)(=O)N2CCCC2)cc1)c1ccc(Cl)c([N+](=O)[O-])c1,,
O=C(NCC(NC(=O)c1ccc2c(c1)C(=O)N(Cc1ccncc1)C2=O)c1ccccc1F)c1ccc2c(c1)C(=O)N(Cc1ccncc1)C2=O,85962,1,421,-151.11500549316406,-151.11500549316406,1,275592,8200255,CC(C)(C)OC(=O)NCC(N)c1ccccc1F,8859,O=C(O)c1ccc2c(c1)C(=O)N(Cc1ccncc1)C2=O,8859.0,O=C(O)c1ccc2c(c1)C(=O)N(Cc1ccncc1)C2=O
O=C(NCc1nnc2n1CCN(C(=O)CNc1ccc([N+](=O)[O-])c3nonc13)C2)c1cc([N+](=O)[O-])c[nH]1,85372,1,204,-151.11473083496094,-151.11473083496094,1,275592,5217776,CC(C)(C)OC(=O)N1CCn2c(CN)nnc2C1,37616,O=C(O)c1cc([N+](=O)[O-])c[nH]1,4730998.0,O=C(O)CNc1ccc([N+](=O)[O-])c2nonc12
[N-]=[N+]=Nc1ccc(C(=O)N(CC(N)c2ccccc2)C(=O)c2ccc(-n3ccnn3)cc2)nc1,84867,0,21,-151.10830688476562,0.0,1,240690,26734454,NC(CNC(=O)c1ccc(-n2ccnn2)cc1)c1ccccc1,26054461,[N-]=[N+]=Nc1ccc(C(=O)O)nc1,,
NN(C(=O)c1nc(-c2ccccc2)n(-c2ccccc2)n1)C(=O)C(Cc1ccc(O)cc1)NC(=O)OCc1ccccc1,85058,1,91,-151.10472106933594,-151.10472106933594,1,22,10494,NNC(=O)c1nc(-c2ccccc2)n(-c2ccccc2)n1,3550538,O=C(NC(Cc1ccc(O)cc1)C(=O)O)OCc1ccccc1,,
Cc1c(NS(=O)(=O)c2cc(C(=O)Nc3cccc(Oc4c([N+](=O)[O-])ncn4C)c3)ccc2Cl)c(=O)n(-c2ccccc2)n1C,85012,1,74,-151.1027374267578,-151.1027374267578,1,527,7494597,Cn1cnc([N+](=O)[O-])c1Oc1cccc(N)c1,2704,Cc1c(NS(=O)(=O)c2cc(C(=O)O)ccc2Cl)c(=O)n(-c2ccccc2)n1C,,
CC(C)CCN(C(=O)COC(=O)C1(CNC(=O)OCC2c3ccccc3-c3ccccc32)CCOCC1)c1c(N)n(Cc2ccccc2)c(=O)[nH]c1=O,85868,1,387,-151.08799743652344,-151.08799743652344,1,1458,8276523,O=C(NCC1(C(=O)O)CCOCC1)OCC1c2ccccc2-c2ccccc21,10307,CC(C)CCN(C(=O)CCl)c1c(N)n(Cc2ccccc2)c(=O)[nH]c1=O,,
CC(C)CCN(C(=O)COC(=O)c1ccc(Cl)c(S(=O)(=O)NCc2ccc(S(N)(=O)=O)cc2)c1)c1c(N)n(Cc2ccccc2)c(=O)[nH]c1=O,85111,1,109,-151.06129455566406,-151.06129455566406,1,1458,30857,NS(=O)(=O)c1ccc(CNS(=O)(=O)c2cc(C(=O)O)ccc2Cl)cc1,10307,CC(C)CCN(C(=O)CCl)c1c(N)n(Cc2ccccc2)c(=O)[nH]c1=O,,
NC1c2ccccc2CC1N(C(=O)CCc1nc2ccccc2o1)C(=O)C(Cc1c[nH]c2ccccc12)NC(=O)c1ccc(F)cc1,85601,1,291,-151.03076171875,-151.03076171875,1,240690,26708956,NC1c2ccccc2CC1NC(=O)CCc1nc2ccccc2o1,26761433,O=C(NC(Cc1c[nH]c2ccccc12)C(=O)O)c1ccc(F)cc1,,
[N-]=[N+]=Nc1ccccc1C(=O)N(CC(N)c1ccccc1)C(=O)C1(n2cnnn2)CCCCC1,85389,0,210,-151.00616455078125,0.0,1,240690,26708590,NC(CNC(=O)C1(n2cnnn2)CCCCC1)c1ccccc1,3556087,[N-]=[N+]=Nc1ccccc1C(=O)O,,
Cc1ccc(S(=O)(=O)OCCCc2cn(S(=O)(=O)c3ccc(C)cc3)nc2C(F)(F)OC(=O)c2ccc(Cl)cc2NC(=O)CSc2nc3ccc([N+](=O)[O-])cc3s2)cc1,84902,1,34,-150.96400451660156,-150.96400451660156,1,1458,12417,O=C(CSc1nc2ccc([N+](=O)[O-])cc2s1)Nc1cc(Cl)ccc1C(=O)O,47368,Cc1ccc(S(=O)(=O)OCCCc2cn(S(=O)(=O)c3ccc(C)cc3)nc2C(F)(F)F)cc1,,
NN(C(=O)c1ccc(NS(=O)(=O)c2ccc3nnn(O)c3c2)cc1)C(=O)c1cc(-c2ccc(-c3ccccc3)cc2)nc2ccccc12,84924,1,42,-150.9453582763672,-150.9453582763672,1,527,2864,NNC(=O)c1cc(-c2ccc(-c3ccccc3)cc2)nc2ccccc12,13947,O=C(O)c1ccc(NS(=O)(=O)c2ccc3nnn(O)c3c2)cc1,,
Cc1c(NC(=O)CSc2nnc(NC(=O)c3ccc(Cl)c(S(=O)(=O)Nc4ccccc4N4CCOCC4)c3)s2)c(=O)n(-c2ccccc2)n1C,85921,0,407,-150.91741943359375,0.0,1,22,6240,Cc1c(NC(=O)CSc2nnc(N)s2)c(=O)n(-c2ccccc2)n1C,4833,O=C(O)c1ccc(Cl)c(S(=O)(=O)Nc2ccccc2N2CCOCC2)c1,,
NN(C(=O)CCNC(=O)c1ccc(-c2nnn[nH]2)cc1)c1ccc([N+](=O)[O-])cn1,84873,0,23,-150.8579559326172,0.0,1,22,137368,NNc1ccc([N+](=O)[O-])cn1,6965874,O=C(O)CCNC(=O)c1ccc(-c2nnn[nH]2)cc1,,
O=C(NCC1C(O)C(O)CN1C(=O)c1cc(O)nc(-c2ccc(Cl)cc2)n1)c1cc(O)nc(-c2ccc(Cl)cc2)n1,86107,1,473,-150.8280487060547,-150.8280487060547,1,275592,26735893,CC(C)(C)OC(=O)N1CC(O)C(O)C1CN,5214420,O=C(O)c1cc(O)nc(-c2ccc(Cl)cc2)n1,5214420.0,O=C(O)c1cc(O)nc(-c2ccc(Cl)cc2)n1
CCCCN(C(=O)COC(=O)CNS(=O)(=O)c1ccc(-c2ccc([N+](=O)[O-])cc2)cc1)c1c(N)n(Cc2ccccc2)c(=O)[nH]c1=O,85360,1,199,-150.80523681640625,-150.80523681640625,1,1458,31232,O=C(O)CNS(=O)(=O)c1ccc(-c2ccc([N+](=O)[O-])cc2)cc1,9780,CCCCN(C(=O)CCl)c1c(N)n(Cc2ccccc2)c(=O)[nH]c1=O,,
O=C(NCc1cn(C2CCN(C(=O)c3cncc(-n4cnnn4)c3)C2)nn1)c1cncc(-n2cnnn2)c1,85103,1,106,-150.7981414794922,-150.7981414794922,1,275592,24286150,CC(C)(C)OC(=O)NCc1cn(C2CCNC2)nn1,6842663,O=C(O)c1cncc(-n2cnnn2)c1,6842663.0,O=C(O)c1cncc(-n2cnnn2)c1
O=C(NCC(NC(=O)c1ccccc1NS(=O)(=O)c1cccc([N+](=O)[O-])c1)c1ccccc1)c1ccc(-n2ccnn2)cc1,85391,0,211,-150.76071166992188,0.0,1,240690,26734454,NC(CNC(=O)c1ccc(-n2ccnn2)cc1)c1ccccc1,1040,O=C(O)c1ccccc1NS(=O)(=O)c1cccc([N+](=O)[O-])c1,,
O=C(Cc1cn(-c2ccccc2)nc1-c1ccc([N+](=O)[O-])cc1)Nc1c(NCc2ccccc2)c(=O)[nH]c(=O)n1Cc1ccccc1,85468,1,239,-150.7457275390625,-150.7457275390625,1,11,5342,Nc1c(NCc2ccccc2)c(=O)[nH]c(=O)n1Cc1ccccc1,37259,O=C(O)Cc1cn(-c2ccccc2)nc1-c1ccc([N+](=O)[O-])cc1,,
Cc1cc(C(=O)N2CCCC2Cn2cc(CNC(=O)c3cc(C)nc(O)c3[N+](=O)[O-])nn2)nc(O)n1,86098,1,470,-150.72720336914062,-150.72720336914062,1,275592,26368030,CC(C)(C)OC(=O)N1CCCC1Cn1cc(CN)nn1,10925078,Cc1cc(C(=O)O)c([N+](=O)[O-])c(O)n1,3099987.0,Cc1cc(C(=O)O)nc(O)n1
Cn1cncc1C1CN(C(=O)CCCNC(=O)c2ccc3[nH]nnc3c2)CC1CNC(=O)c1cc(CO)on1,86001,1,435,-150.7053680419922,-150.7053680419922,1,275592,26059422,Cn1cncc1C1CN(C(=O)OC(C)(C)C)CC1CN,3899144,O=C(O)c1cc(CO)on1,8997143.0,O=C(O)CCCNC(=O)c1ccc2[nH]nnc2c1
COc1ccccc1C(CNC(=O)CCn1cc([N+](=O)[O-])cn1)NC(=O)C(O)c1ccc(O)c([N+](=O)[O-])c1,85880,1,392,-150.6397247314453,-150.6397247314453,1,275592,187109,COc1ccccc1C(CN)NC(=O)OC(C)(C)C,2016958,O=C(O)CCn1cc([N+](=O)[O-])cn1,7134331.0,O=C(O)C(O)c1ccc(O)c([N+](=O)[O-])c1
